"debilis" "burkei" "fremontii" "ferrisiae" "glaberrima" "chrysantha" "californica" "coulteri" "conjugens" "gracilis" "microglossa" "platycarpha" "glabrata" "minor"
"1" 61.5246496944796 12.1128705090706 40.1067731982792 60.3184667195817 4.43597726694108 107.274558250335 38.2042654785713 44.8231514109857 11.9579447576776 35.7622050772323 55.1494412744237 79.2076683510091 40.4789598092151 44.603902886543
"2" 87.7794912303963 11.6463958127602 35.2136562739175 57.9168022885458 3.87845010029179 118.48690820385 35.0484677521054 62.9909238773365 16.078529031096 39.169997548506 87.6879782016127 79.9314812394824 39.4552984729609 38.2639561219105
"3" 71.8683984382003 15.8808425526204 38.8101229546364 58.1132280608036 7.19409734241763 113.216512079536 35.4564299934048 40.578285891785 13.3605644823329 30.985168588259 77.7651235084653 93.8595530660127 24.2034392567893 47.355859196975
"4" 66.5305495396625 11.0852931730187 35.990251334295 49.614497485657 5.57462401051713 94.2004101569162 33.512553661975 48.147810530821 10.8204176150214 36.0881264334393 84.1858241517436 89.5443847019964 30.5482347246392 45.4752170292978
"5" 65.0206401650565 12.41893938186 36.8128287559606 54.1362074004498 3.59733314596847 113.198649942907 35.6777547397129 39.4304347274013 15.3578674338638 35.8491188711861 64.6101229600352 73.4897725110909 20.6892704216444 52.6050602712697
"6" 74.1051420646747 12.1432054194139 46.9252262198702 55.0705296322447 6.14091486329758 114.149355218884 26.6492181151701 57.2321280616515 9.88734915460117 43.8594951628449 65.1066168340375 79.7258023657311 41.8541351607007 53.2416052858929
"7" 63.6435899374067 8.5769761566061 37.5074804192458 60.3470886174089 6.1609702768855 101.23771553597 30.2187536547167 54.1434953865753 14.0161248330479 36.1509087099571 50.9277135412781 79.0175205406929 33.8856459993097 47.6756785327423
"8" 70.8420863322226 8.21205843642628 38.5413830922433 53.6093505747954 2.87724481649302 105.282041699285 32.511158783779 60.9040692599513 11.7108770001815 39.2814702361215 62.9976189054962 81.486234406616 40.8547530777044 40.625044623608
"9" 69.4324787657462 10.5221330098672 46.6530464389794 60.2332534559621 4.79369335212306 106.023520622589 38.9717755332798 45.1090210007648 10.9518376796197 34.8442116831552 56.3011422928817 87.3384566434959 34.4200654942161 51.9290145048075
"10" 74.241393338178 7.54147827524998 40.7096191589479 48.7677739111546 4.15744785325606 92.8394901834941 24.4343348309493 50.5260639427544 9.88030584521421 33.6187638508942 55.7267302504128 72.8860705966067 39.195474202617 39.0823480304918
"11" 61.5713995156289 10.8708826580145 41.6102665142709 63.8619477629512 5.71449521656776 120.758432148413 33.9474837182205 53.5086522641336 15.0084947538247 37.7203939291542 52.6748910296951 89.350704405969 32.3179833684585 38.7171492622844
"12" 73.3063704548176 8.80896888551303 37.9617837049176 55.0662747198103 3.54496357324407 105.995700392901 28.1671142251195 56.5047472321773 13.3356067363483 38.2517906757864 59.7892157238369 76.8739733378495 31.7440145908171 52.6496707870736
"13" 76.8081132075218 12.5235519627557 43.9167951902294 51.6927210029252 4.36156795518672 112.721501900053 35.5638581139145 46.8986612456432 14.5850082821071 40.1836773498886 53.9215494233938 92.0525803973424 41.7456026330255 43.9745492707835
"14" 66.7173881795414 10.5911339801802 49.2806395498028 73.4030417025259 3.41336162560915 99.3775327598493 18.920505385514 48.4841437574359 13.1693747833166 31.8868055966406 57.5638058287294 75.5405021023186 35.3509383406214 41.8396920219593
"15" 58.8650269171996 9.3043406438829 34.7357811206883 62.5448385781313 4.21830659007805 90.171211871015 22.4455170098028 58.8735518808223 8.09123561571806 32.1582338677987 86.0022449178793 83.8363931252397 52.0711428449593 39.5445319171024
"16" 71.0094960869239 10.6166817591958 39.35020875752 52.4555088029077 4.45496436752106 125.555600144307 27.9074933179699 62.2512125965344 15.1620420297614 36.2517760404509 69.1181602587024 89.4923633374433 34.0959954290633 51.2174340273071
"17" 60.7931036290084 5.75397614431837 36.0208273691356 44.0620185434678 5.76170301860543 112.30996340047 30.2361596684359 55.2740771018772 8.97256896536893 31.2973289586004 64.7579540637905 93.9843631332626 33.3212601028438 48.1879304826243
"18" 66.9645960125969 7.78180706146803 43.420185592994 51.3895091551402 5.45598262797194 105.635258518713 38.7557028001242 44.2693024259211 14.6619518837775 34.643747008827 72.5569206563935 77.5645942648508 33.2891240930606 42.2485649929733
"19" 68.5962878882836 7.66186107646611 40.2011691630407 54.9013145797396 2.40227025778912 101.817219469291 32.2170476113787 48.3594014146206 14.1490462642653 45.4091919319154 58.1354494791011 88.2891187251483 29.128657690917 41.9894402391397
